section,convention,alloc,thr,seed,p_labor0,cut_mean,floor,top_wr,term_real_med_M,term_real_p5_M
1,lookahead,30:10,24,20260635,0.999,2.332,,,,
1,lookahead,30:10,24,20260636,0.9975,2.4155,,,,
1,lookahead,30:10,24,20260637,0.998,2.378,,,,
1,lookahead,30:10,24,20260638,0.999,2.42,,,,
1,lookahead,30:10,24,20260639,0.998,2.423,,,,
1,lookahead,30:10,24,20260640,0.997,2.4105,,,,
1,lookahead,30:10,24,20260641,0.9975,2.4065,,,,
1,lookahead,30:10,24,20260642,0.997,2.362,,,,
1,lookahead,30:10,24,20260643,0.9985,2.4245,,,,
1,lookahead,30:10,24,20260644,0.998,2.435,,,,
1,lookahead,30:10,24,20260645,0.998,2.386,,,,
1,lookahead,30:10,24,20260646,0.9995,2.27,,,,
1,lookahead,30:10,24,20260647,0.9965,2.3645,,,,
1,lookahead,30:10,24,20260648,0.999,2.3875,,,,
1,lookahead,30:10,26,20260629,0.996,2.416,,,,
1,lookahead,30:10,26,20260630,0.9995,2.302,,,,
1,lookahead,30:10,26,20260631,0.998,2.314,,,,
1,lookahead,30:10,26,20260632,0.9985,2.3045,,,,
1,lookahead,30:10,26,20260633,0.9975,2.458,,,,
1,lookahead,30:10,26,20260634,0.9995,2.4245,,,,
1,lookahead,30:10,26,20260635,0.999,2.31,,,,
1,lookahead,30:10,26,20260636,0.9975,2.3985,,,,
1,lookahead,30:10,26,20260637,0.998,2.3555,,,,
1,lookahead,30:10,26,20260638,0.999,2.401,,,,
1,lookahead,30:10,26,20260639,0.998,2.399,,,,
1,lookahead,30:10,26,20260640,0.997,2.383,,,,
1,lookahead,30:10,26,20260641,0.9975,2.379,,,,
1,lookahead,30:10,26,20260642,0.997,2.3375,,,,
1,lookahead,30:10,26,20260643,0.9985,2.4025,,,,
1,lookahead,30:10,26,20260644,0.998,2.408,,,,
1,lookahead,30:10,26,20260645,0.998,2.366,,,,
1,lookahead,30:10,26,20260646,0.9995,2.242,,,,
1,lookahead,30:10,26,20260647,0.9965,2.337,,,,
1,lookahead,30:10,26,20260648,0.999,2.3655,,,,
1,lookahead,30:10,28,20260629,0.997,2.397,,,,
1,lookahead,30:10,28,20260630,0.9995,2.2815,,,,
1,lookahead,30:10,28,20260631,0.998,2.2995,,,,
1,lookahead,30:10,28,20260632,0.999,2.2945,,,,
1,lookahead,30:10,28,20260633,0.9975,2.438,,,,
1,lookahead,30:10,28,20260634,1.0,2.4015,,,,
1,lookahead,30:10,28,20260635,0.999,2.2945,,,,
1,lookahead,30:10,28,20260636,0.9975,2.3785,,,,
1,lookahead,30:10,28,20260637,0.9985,2.3325,,,,
1,lookahead,30:10,28,20260638,0.9985,2.381,,,,
1,lookahead,30:10,28,20260639,0.9985,2.387,,,,
1,lookahead,30:10,28,20260640,0.9975,2.3645,,,,
1,lookahead,30:10,28,20260641,0.998,2.3685,,,,
1,lookahead,30:10,28,20260642,0.997,2.312,,,,
1,lookahead,30:10,28,20260643,0.9985,2.3885,,,,
1,lookahead,30:10,28,20260644,0.9985,2.3895,,,,
1,lookahead,30:10,28,20260645,0.9985,2.3485,,,,
1,lookahead,30:10,28,20260646,0.9995,2.222,,,,
1,lookahead,30:10,28,20260647,0.9965,2.32,,,,
1,lookahead,30:10,28,20260648,0.999,2.3465,,,,
1,lookahead,30:10,30,20260629,0.997,2.372,,,,
1,lookahead,30:10,30,20260630,0.9995,2.266,,,,
1,lookahead,30:10,30,20260631,0.998,2.274,,,,
1,lookahead,30:10,30,20260632,0.999,2.2755,,,,
1,lookahead,30:10,30,20260633,0.9975,2.416,,,,
1,lookahead,30:10,30,20260634,1.0,2.385,,,,
1,lookahead,30:10,30,20260635,0.999,2.272,,,,
1,lookahead,30:10,30,20260636,0.9975,2.361,,,,
1,lookahead,30:10,30,20260637,0.9985,2.3135,,,,
1,lookahead,30:10,30,20260638,0.9985,2.362,,,,
1,lookahead,30:10,30,20260639,0.9985,2.368,,,,
1,lookahead,30:10,30,20260640,0.9975,2.3465,,,,
1,lookahead,30:10,30,20260641,0.998,2.3525,,,,
1,lookahead,30:10,30,20260642,0.997,2.295,,,,
1,lookahead,30:10,30,20260643,0.9985,2.3635,,,,
1,lookahead,30:10,30,20260644,0.9985,2.37,,,,
1,lookahead,30:10,30,20260645,0.9985,2.3265,,,,
1,lookahead,30:10,30,20260646,0.9995,2.207,,,,
1,lookahead,30:10,30,20260647,0.9965,2.3015,,,,
1,lookahead,30:10,30,20260648,0.999,2.3315,,,,
1,lagged,10:30,12,20260629,0.993,2.4675,,,,
1,lagged,10:30,12,20260630,0.9955,2.3525,,,,
1,lagged,10:30,12,20260631,0.996,2.366,,,,
1,lagged,10:30,12,20260632,0.9945,2.349,,,,
1,lagged,10:30,12,20260633,0.993,2.5445,,,,
1,lagged,10:30,12,20260634,0.9945,2.4955,,,,
1,lagged,10:30,12,20260635,0.993,2.3705,,,,
1,lagged,10:30,12,20260636,0.9925,2.4495,,,,
1,lagged,10:30,12,20260637,0.9925,2.43,,,,
1,lagged,10:30,12,20260638,0.994,2.462,,,,
1,lagged,10:30,12,20260639,0.996,2.481,,,,
1,lagged,10:30,12,20260640,0.995,2.4445,,,,
1,lagged,10:30,12,20260641,0.994,2.475,,,,
1,lagged,10:30,12,20260642,0.9935,2.3885,,,,
1,lagged,10:30,12,20260643,0.9935,2.4925,,,,
1,lagged,10:30,12,20260644,0.997,2.472,,,,
1,lagged,10:30,12,20260645,0.996,2.433,,,,
1,lagged,10:30,12,20260646,0.996,2.2875,,,,
1,lagged,10:30,12,20260647,0.992,2.3885,,,,
1,lagged,10:30,12,20260648,0.9925,2.4355,,,,
1,lagged,10:30,14,20260629,0.993,2.4675,,,,
1,lagged,10:30,14,20260630,0.9955,2.3525,,,,
1,lagged,10:30,14,20260631,0.996,2.366,,,,
1,lagged,10:30,14,20260632,0.9945,2.349,,,,
1,lagged,10:30,14,20260633,0.993,2.5445,,,,
1,lagged,10:30,14,20260634,0.9945,2.4955,,,,
1,lagged,10:30,14,20260635,0.993,2.3705,,,,
1,lagged,10:30,14,20260636,0.9925,2.4495,,,,
1,lagged,10:30,14,20260637,0.9925,2.43,,,,
1,lagged,10:30,14,20260638,0.994,2.462,,,,
1,lagged,10:30,14,20260639,0.996,2.481,,,,
1,lagged,10:30,14,20260640,0.995,2.4445,,,,
1,lagged,10:30,14,20260641,0.994,2.475,,,,
1,lagged,10:30,14,20260642,0.9935,2.3885,,,,
1,lagged,10:30,14,20260643,0.9935,2.4925,,,,
1,lagged,10:30,14,20260644,0.997,2.472,,,,
1,lagged,10:30,14,20260645,0.996,2.433,,,,
1,lagged,10:30,14,20260646,0.996,2.2875,,,,
1,lagged,10:30,14,20260647,0.992,2.3885,,,,
1,lagged,10:30,14,20260648,0.9925,2.4355,,,,
1,lagged,10:30,16,20260629,0.993,2.4675,,,,
1,lagged,10:30,16,20260630,0.9955,2.3525,,,,
1,lagged,10:30,16,20260631,0.996,2.366,,,,
1,lagged,10:30,16,20260632,0.9945,2.349,,,,
1,lagged,10:30,16,20260633,0.993,2.5445,,,,
1,lagged,10:30,16,20260634,0.9945,2.4955,,,,
1,lagged,10:30,16,20260635,0.993,2.3705,,,,
1,lagged,10:30,16,20260636,0.9925,2.4495,,,,
1,lagged,10:30,16,20260637,0.9925,2.43,,,,
1,lagged,10:30,16,20260638,0.994,2.462,,,,
1,lagged,10:30,16,20260639,0.996,2.481,,,,
1,lagged,10:30,16,20260640,0.995,2.4445,,,,
1,lagged,10:30,16,20260641,0.994,2.475,,,,
1,lagged,10:30,16,20260642,0.9935,2.3885,,,,
1,lagged,10:30,16,20260643,0.9935,2.4925,,,,
1,lagged,10:30,16,20260644,0.997,2.472,,,,
1,lagged,10:30,16,20260645,0.996,2.433,,,,
1,lagged,10:30,16,20260646,0.996,2.2875,,,,
1,lagged,10:30,16,20260647,0.992,2.3885,,,,
1,lagged,10:30,16,20260648,0.9925,2.4355,,,,
1,lagged,10:30,18,20260629,0.993,2.4675,,,,
1,lagged,10:30,18,20260630,0.9955,2.3525,,,,
1,lagged,10:30,18,20260631,0.996,2.366,,,,
1,lagged,10:30,18,20260632,0.9945,2.349,,,,
1,lagged,10:30,18,20260633,0.993,2.5445,,,,
1,lagged,10:30,18,20260634,0.9945,2.4955,,,,
1,lagged,10:30,18,20260635,0.993,2.3705,,,,
1,lagged,10:30,18,20260636,0.9925,2.4495,,,,
1,lagged,10:30,18,20260637,0.9925,2.43,,,,
1,lagged,10:30,18,20260638,0.994,2.462,,,,
1,lagged,10:30,18,20260639,0.996,2.481,,,,
1,lagged,10:30,18,20260640,0.995,2.4445,,,,
1,lagged,10:30,18,20260641,0.994,2.475,,,,
1,lagged,10:30,18,20260642,0.9935,2.3885,,,,
1,lagged,10:30,18,20260643,0.9935,2.4925,,,,
1,lagged,10:30,18,20260644,0.997,2.472,,,,
1,lagged,10:30,18,20260645,0.996,2.433,,,,
1,lagged,10:30,18,20260646,0.996,2.2875,,,,
1,lagged,10:30,18,20260647,0.992,2.3885,,,,
1,lagged,10:30,18,20260648,0.9925,2.4355,,,,
1,lagged,10:30,20,20260629,0.993,2.4675,,,,
1,lagged,10:30,20,20260630,0.9955,2.3525,,,,
1,lagged,10:30,20,20260631,0.996,2.366,,,,
1,lagged,10:30,20,20260632,0.9945,2.349,,,,
1,lagged,10:30,20,20260633,0.993,2.5445,,,,
1,lagged,10:30,20,20260634,0.9945,2.4955,,,,
1,lagged,10:30,20,20260635,0.993,2.3705,,,,
1,lagged,10:30,20,20260636,0.9925,2.4495,,,,
1,lagged,10:30,20,20260637,0.9925,2.43,,,,
1,lagged,10:30,20,20260638,0.994,2.462,,,,
1,lagged,10:30,20,20260639,0.996,2.481,,,,
1,lagged,10:30,20,20260640,0.995,2.4445,,,,
1,lagged,10:30,20,20260641,0.994,2.475,,,,
1,lagged,10:30,20,20260642,0.9935,2.3885,,,,
1,lagged,10:30,20,20260643,0.9935,2.4925,,,,
1,lagged,10:30,20,20260644,0.997,2.472,,,,
1,lagged,10:30,20,20260645,0.996,2.433,,,,
1,lagged,10:30,20,20260646,0.996,2.2875,,,,
1,lagged,10:30,20,20260647,0.992,2.3885,,,,
1,lagged,10:30,20,20260648,0.9925,2.4355,,,,
1,lagged,10:30,22,20260629,0.993,2.4675,,,,
1,lagged,10:30,22,20260630,0.9955,2.3525,,,,
1,lagged,10:30,22,20260631,0.996,2.366,,,,
1,lagged,10:30,22,20260632,0.9945,2.349,,,,
1,lagged,10:30,22,20260633,0.993,2.5445,,,,
1,lagged,10:30,22,20260634,0.9945,2.4955,,,,
1,lagged,10:30,22,20260635,0.993,2.3705,,,,
1,lagged,10:30,22,20260636,0.9925,2.4495,,,,
1,lagged,10:30,22,20260637,0.9925,2.43,,,,
1,lagged,10:30,22,20260638,0.994,2.462,,,,
1,lagged,10:30,22,20260639,0.996,2.481,,,,
1,lagged,10:30,22,20260640,0.995,2.4445,,,,
1,lagged,10:30,22,20260641,0.994,2.475,,,,
1,lagged,10:30,22,20260642,0.9935,2.3885,,,,
1,lagged,10:30,22,20260643,0.9935,2.4925,,,,
1,lagged,10:30,22,20260644,0.997,2.472,,,,
1,lagged,10:30,22,20260645,0.996,2.433,,,,
1,lagged,10:30,22,20260646,0.996,2.2875,,,,
1,lagged,10:30,22,20260647,0.992,2.3885,,,,
1,lagged,10:30,22,20260648,0.9925,2.4355,,,,
1,lagged,10:30,24,20260629,0.993,2.4675,,,,
1,lagged,10:30,24,20260630,0.9955,2.3525,,,,
1,lagged,10:30,24,20260631,0.996,2.366,,,,
1,lagged,10:30,24,20260632,0.9945,2.349,,,,
1,lagged,10:30,24,20260633,0.993,2.5445,,,,
1,lagged,10:30,24,20260634,0.9945,2.4955,,,,
1,lagged,10:30,24,20260635,0.993,2.3705,,,,
1,lagged,10:30,24,20260636,0.9925,2.4495,,,,
1,lagged,10:30,24,20260637,0.9925,2.43,,,,
1,lagged,10:30,24,20260638,0.994,2.462,,,,
1,lagged,10:30,24,20260639,0.996,2.481,,,,
1,lagged,10:30,24,20260640,0.995,2.4445,,,,
1,lagged,10:30,24,20260641,0.994,2.475,,,,
1,lagged,10:30,24,20260642,0.9935,2.3885,,,,
1,lagged,10:30,24,20260643,0.9935,2.4925,,,,
1,lagged,10:30,24,20260644,0.997,2.472,,,,
1,lagged,10:30,24,20260645,0.996,2.433,,,,
1,lagged,10:30,24,20260646,0.996,2.2875,,,,
1,lagged,10:30,24,20260647,0.992,2.3885,,,,
1,lagged,10:30,24,20260648,0.9925,2.4355,,,,
1,lagged,10:30,26,20260629,0.993,2.4675,,,,
1,lagged,10:30,26,20260630,0.9955,2.3525,,,,
1,lagged,10:30,26,20260631,0.996,2.366,,,,
1,lagged,10:30,26,20260632,0.9945,2.349,,,,
1,lagged,10:30,26,20260633,0.993,2.5445,,,,
1,lagged,10:30,26,20260634,0.9945,2.4955,,,,
1,lagged,10:30,26,20260635,0.993,2.3705,,,,
1,lagged,10:30,26,20260636,0.9925,2.4495,,,,
1,lagged,10:30,26,20260637,0.9925,2.43,,,,
1,lagged,10:30,26,20260638,0.994,2.462,,,,
1,lagged,10:30,26,20260639,0.996,2.481,,,,
1,lagged,10:30,26,20260640,0.995,2.4445,,,,
1,lagged,10:30,26,20260641,0.994,2.475,,,,
1,lagged,10:30,26,20260642,0.9935,2.3885,,,,
1,lagged,10:30,26,20260643,0.9935,2.4925,,,,
1,lagged,10:30,26,20260644,0.997,2.472,,,,
1,lagged,10:30,26,20260645,0.996,2.433,,,,
1,lagged,10:30,26,20260646,0.996,2.2875,,,,
1,lagged,10:30,26,20260647,0.992,2.3885,,,,
1,lagged,10:30,26,20260648,0.9925,2.4355,,,,
1,lagged,10:30,28,20260629,0.993,2.4675,,,,
1,lagged,10:30,28,20260630,0.9955,2.3525,,,,
1,lagged,10:30,28,20260631,0.996,2.366,,,,
1,lagged,10:30,28,20260632,0.9945,2.349,,,,
1,lagged,10:30,28,20260633,0.993,2.5445,,,,
1,lagged,10:30,28,20260634,0.9945,2.4955,,,,
1,lagged,10:30,28,20260635,0.993,2.3705,,,,
1,lagged,10:30,28,20260636,0.9925,2.4495,,,,
1,lagged,10:30,28,20260637,0.9925,2.43,,,,
1,lagged,10:30,28,20260638,0.994,2.462,,,,
1,lagged,10:30,28,20260639,0.996,2.481,,,,
1,lagged,10:30,28,20260640,0.995,2.4445,,,,
1,lagged,10:30,28,20260641,0.994,2.475,,,,
1,lagged,10:30,28,20260642,0.9935,2.3885,,,,
1,lagged,10:30,28,20260643,0.9935,2.4925,,,,
1,lagged,10:30,28,20260644,0.997,2.472,,,,
1,lagged,10:30,28,20260645,0.996,2.433,,,,
1,lagged,10:30,28,20260646,0.996,2.2875,,,,
1,lagged,10:30,28,20260647,0.992,2.3885,,,,
1,lagged,10:30,28,20260648,0.9925,2.4355,,,,
1,lagged,10:30,30,20260629,0.993,2.4675,,,,
1,lagged,10:30,30,20260630,0.9955,2.3525,,,,
1,lagged,10:30,30,20260631,0.996,2.366,,,,
1,lagged,10:30,30,20260632,0.9945,2.349,,,,
1,lagged,10:30,30,20260633,0.993,2.5445,,,,
1,lagged,10:30,30,20260634,0.9945,2.4955,,,,
1,lagged,10:30,30,20260635,0.993,2.3705,,,,
1,lagged,10:30,30,20260636,0.9925,2.4495,,,,
1,lagged,10:30,30,20260637,0.9925,2.43,,,,
1,lagged,10:30,30,20260638,0.994,2.462,,,,
1,lagged,10:30,30,20260639,0.996,2.481,,,,
1,lagged,10:30,30,20260640,0.995,2.4445,,,,
1,lagged,10:30,30,20260641,0.994,2.475,,,,
1,lagged,10:30,30,20260642,0.9935,2.3885,,,,
1,lagged,10:30,30,20260643,0.9935,2.4925,,,,
1,lagged,10:30,30,20260644,0.997,2.472,,,,
1,lagged,10:30,30,20260645,0.996,2.433,,,,
1,lagged,10:30,30,20260646,0.996,2.2875,,,,
1,lagged,10:30,30,20260647,0.992,2.3885,,,,
1,lagged,10:30,30,20260648,0.9925,2.4355,,,,
1,lagged,14:26,12,20260629,0.9925,4.156,,,,
1,lagged,14:26,12,20260630,0.9925,3.9725,,,,
1,lagged,14:26,12,20260631,0.992,4.0715,,,,
1,lagged,14:26,12,20260632,0.9905,4.132,,,,
1,lagged,14:26,12,20260633,0.9925,4.1385,,,,
1,lagged,14:26,12,20260634,0.992,4.1345,,,,
1,lagged,14:26,12,20260635,0.9915,4.0185,,,,
1,lagged,14:26,12,20260636,0.991,4.116,,,,
1,lagged,14:26,12,20260637,0.992,4.068,,,,
1,lagged,14:26,12,20260638,0.9895,4.0495,,,,
1,lagged,14:26,12,20260639,0.991,4.1995,,,,
1,lagged,14:26,12,20260640,0.99,4.1255,,,,
1,lagged,14:26,12,20260641,0.987,4.2675,,,,
1,lagged,14:26,12,20260642,0.991,4.1365,,,,
1,lagged,14:26,12,20260643,0.991,4.1165,,,,
1,lagged,14:26,12,20260644,0.989,4.0645,,,,
1,lagged,14:26,12,20260645,0.9905,4.021,,,,
1,lagged,14:26,12,20260646,0.9935,3.9845,,,,
1,lagged,14:26,12,20260647,0.9885,4.1685,,,,
1,lagged,14:26,12,20260648,0.992,4.04,,,,
1,lagged,14:26,14,20260629,0.992,3.716,,,,
1,lagged,14:26,14,20260630,0.992,3.543,,,,
1,lagged,14:26,14,20260631,0.989,3.6625,,,,
1,lagged,14:26,14,20260632,0.988,3.6495,,,,
1,lagged,14:26,14,20260633,0.99,3.7565,,,,
1,lagged,14:26,14,20260634,0.9895,3.752,,,,
1,lagged,14:26,14,20260635,0.99,3.664,,,,
1,lagged,14:26,14,20260636,0.987,3.7295,,,,
1,lagged,14:26,14,20260637,0.992,3.661,,,,
1,lagged,14:26,14,20260638,0.9905,3.636,,,,
1,lagged,14:26,14,20260639,0.992,3.764,,,,
1,lagged,14:26,14,20260640,0.988,3.7205,,,,
1,lagged,14:26,14,20260641,0.9855,3.855,,,,
1,lagged,14:26,14,20260642,0.9905,3.7185,,,,
1,lagged,14:26,14,20260643,0.989,3.653,,,,
1,lagged,14:26,14,20260644,0.9895,3.663,,,,
1,lagged,14:26,14,20260645,0.9905,3.656,,,,
1,lagged,14:26,14,20260646,0.994,3.523,,,,
1,lagged,14:26,14,20260647,0.9885,3.702,,,,
1,lagged,14:26,14,20260648,0.991,3.594,,,,
1,lagged,14:26,16,20260629,0.993,2.4675,,,,
1,lagged,14:26,16,20260630,0.9955,2.3525,,,,
1,lagged,14:26,16,20260631,0.996,2.366,,,,
1,lagged,14:26,16,20260632,0.9945,2.349,,,,
1,lagged,14:26,16,20260633,0.993,2.5445,,,,
1,lagged,14:26,16,20260634,0.9945,2.4955,,,,
1,lagged,14:26,16,20260635,0.993,2.3705,,,,
1,lagged,14:26,16,20260636,0.9925,2.4495,,,,
1,lagged,14:26,16,20260637,0.9925,2.43,,,,
1,lagged,14:26,16,20260638,0.994,2.462,,,,
1,lagged,14:26,16,20260639,0.996,2.481,,,,
1,lagged,14:26,16,20260640,0.995,2.4445,,,,
1,lagged,14:26,16,20260641,0.994,2.475,,,,
1,lagged,14:26,16,20260642,0.9935,2.3885,,,,
1,lagged,14:26,16,20260643,0.9935,2.4925,,,,
1,lagged,14:26,16,20260644,0.997,2.472,,,,
1,lagged,14:26,16,20260645,0.996,2.433,,,,
1,lagged,14:26,16,20260646,0.996,2.2875,,,,
1,lagged,14:26,16,20260647,0.992,2.3885,,,,
1,lagged,14:26,16,20260648,0.9925,2.4355,,,,
1,lagged,14:26,18,20260629,0.993,2.4675,,,,
1,lagged,14:26,18,20260630,0.9955,2.3525,,,,
1,lagged,14:26,18,20260631,0.996,2.366,,,,
1,lagged,14:26,18,20260632,0.9945,2.349,,,,
1,lagged,14:26,18,20260633,0.993,2.5445,,,,
1,lagged,14:26,18,20260634,0.9945,2.4955,,,,
1,lagged,14:26,18,20260635,0.993,2.3705,,,,
1,lagged,14:26,18,20260636,0.9925,2.4495,,,,
1,lagged,14:26,18,20260637,0.9925,2.43,,,,
1,lagged,14:26,18,20260638,0.994,2.462,,,,
1,lagged,14:26,18,20260639,0.996,2.481,,,,
1,lagged,14:26,18,20260640,0.995,2.4445,,,,
1,lagged,14:26,18,20260641,0.994,2.475,,,,
1,lagged,14:26,18,20260642,0.9935,2.3885,,,,
1,lagged,14:26,18,20260643,0.9935,2.4925,,,,
1,lagged,14:26,18,20260644,0.997,2.472,,,,
1,lagged,14:26,18,20260645,0.996,2.433,,,,
1,lagged,14:26,18,20260646,0.996,2.2875,,,,
1,lagged,14:26,18,20260647,0.992,2.3885,,,,
1,lagged,14:26,18,20260648,0.9925,2.4355,,,,
1,lagged,14:26,20,20260629,0.993,2.4675,,,,
1,lagged,14:26,20,20260630,0.9955,2.3525,,,,
1,lagged,14:26,20,20260631,0.996,2.366,,,,
1,lagged,14:26,20,20260632,0.9945,2.349,,,,
1,lagged,14:26,20,20260633,0.993,2.5445,,,,
1,lagged,14:26,20,20260634,0.9945,2.4955,,,,
1,lagged,14:26,20,20260635,0.993,2.3705,,,,
1,lagged,14:26,20,20260636,0.9925,2.4495,,,,
1,lagged,14:26,20,20260637,0.9925,2.43,,,,
1,lagged,14:26,20,20260638,0.994,2.462,,,,
1,lagged,14:26,20,20260639,0.996,2.481,,,,
1,lagged,14:26,20,20260640,0.995,2.4445,,,,
1,lagged,14:26,20,20260641,0.994,2.475,,,,
1,lagged,14:26,20,20260642,0.9935,2.3885,,,,
1,lagged,14:26,20,20260643,0.9935,2.4925,,,,
1,lagged,14:26,20,20260644,0.997,2.472,,,,
1,lagged,14:26,20,20260645,0.996,2.433,,,,
1,lagged,14:26,20,20260646,0.996,2.2875,,,,
1,lagged,14:26,20,20260647,0.992,2.3885,,,,
1,lagged,14:26,20,20260648,0.9925,2.4355,,,,
1,lagged,14:26,22,20260629,0.993,2.4675,,,,
1,lagged,14:26,22,20260630,0.9955,2.3525,,,,
1,lagged,14:26,22,20260631,0.996,2.366,,,,
1,lagged,14:26,22,20260632,0.9945,2.349,,,,
1,lagged,14:26,22,20260633,0.993,2.5445,,,,
1,lagged,14:26,22,20260634,0.9945,2.4955,,,,
1,lagged,14:26,22,20260635,0.993,2.3705,,,,
1,lagged,14:26,22,20260636,0.9925,2.4495,,,,
1,lagged,14:26,22,20260637,0.9925,2.43,,,,
1,lagged,14:26,22,20260638,0.994,2.462,,,,
1,lagged,14:26,22,20260639,0.996,2.481,,,,
1,lagged,14:26,22,20260640,0.995,2.4445,,,,
1,lagged,14:26,22,20260641,0.994,2.475,,,,
1,lagged,14:26,22,20260642,0.9935,2.3885,,,,
1,lagged,14:26,22,20260643,0.9935,2.4925,,,,
1,lagged,14:26,22,20260644,0.997,2.472,,,,
1,lagged,14:26,22,20260645,0.996,2.433,,,,
1,lagged,14:26,22,20260646,0.996,2.2875,,,,
1,lagged,14:26,22,20260647,0.992,2.3885,,,,
1,lagged,14:26,22,20260648,0.9925,2.4355,,,,
1,lagged,14:26,24,20260629,0.993,2.4675,,,,
1,lagged,14:26,24,20260630,0.9955,2.3525,,,,
1,lagged,14:26,24,20260631,0.996,2.366,,,,
1,lagged,14:26,24,20260632,0.9945,2.349,,,,
1,lagged,14:26,24,20260633,0.993,2.5445,,,,
1,lagged,14:26,24,20260634,0.9945,2.4955,,,,
1,lagged,14:26,24,20260635,0.993,2.3705,,,,
1,lagged,14:26,24,20260636,0.9925,2.4495,,,,
1,lagged,14:26,24,20260637,0.9925,2.43,,,,
1,lagged,14:26,24,20260638,0.994,2.462,,,,
1,lagged,14:26,24,20260639,0.996,2.481,,,,
1,lagged,14:26,24,20260640,0.995,2.4445,,,,
1,lagged,14:26,24,20260641,0.994,2.475,,,,
1,lagged,14:26,24,20260642,0.9935,2.3885,,,,
1,lagged,14:26,24,20260643,0.9935,2.4925,,,,
1,lagged,14:26,24,20260644,0.997,2.472,,,,
1,lagged,14:26,24,20260645,0.996,2.433,,,,
1,lagged,14:26,24,20260646,0.996,2.2875,,,,
1,lagged,14:26,24,20260647,0.992,2.3885,,,,
1,lagged,14:26,24,20260648,0.9925,2.4355,,,,
1,lagged,14:26,26,20260629,0.993,2.4675,,,,
1,lagged,14:26,26,20260630,0.9955,2.3525,,,,
1,lagged,14:26,26,20260631,0.996,2.366,,,,
1,lagged,14:26,26,20260632,0.9945,2.349,,,,
1,lagged,14:26,26,20260633,0.993,2.5445,,,,
1,lagged,14:26,26,20260634,0.9945,2.4955,,,,
1,lagged,14:26,26,20260635,0.993,2.3705,,,,
1,lagged,14:26,26,20260636,0.9925,2.4495,,,,
1,lagged,14:26,26,20260637,0.9925,2.43,,,,
1,lagged,14:26,26,20260638,0.994,2.462,,,,
1,lagged,14:26,26,20260639,0.996,2.481,,,,
1,lagged,14:26,26,20260640,0.995,2.4445,,,,
1,lagged,14:26,26,20260641,0.994,2.475,,,,
1,lagged,14:26,26,20260642,0.9935,2.3885,,,,
1,lagged,14:26,26,20260643,0.9935,2.4925,,,,
1,lagged,14:26,26,20260644,0.997,2.472,,,,
1,lagged,14:26,26,20260645,0.996,2.433,,,,
1,lagged,14:26,26,20260646,0.996,2.2875,,,,
1,lagged,14:26,26,20260647,0.992,2.3885,,,,
1,lagged,14:26,26,20260648,0.9925,2.4355,,,,
1,lagged,14:26,28,20260629,0.993,2.4675,,,,
1,lagged,14:26,28,20260630,0.9955,2.3525,,,,
1,lagged,14:26,28,20260631,0.996,2.366,,,,
1,lagged,14:26,28,20260632,0.9945,2.349,,,,
1,lagged,14:26,28,20260633,0.993,2.5445,,,,
1,lagged,14:26,28,20260634,0.9945,2.4955,,,,
1,lagged,14:26,28,20260635,0.993,2.3705,,,,
1,lagged,14:26,28,20260636,0.9925,2.4495,,,,
1,lagged,14:26,28,20260637,0.9925,2.43,,,,
1,lagged,14:26,28,20260638,0.994,2.462,,,,
1,lagged,14:26,28,20260639,0.996,2.481,,,,
1,lagged,14:26,28,20260640,0.995,2.4445,,,,
1,lagged,14:26,28,20260641,0.994,2.475,,,,
1,lagged,14:26,28,20260642,0.9935,2.3885,,,,
1,lagged,14:26,28,20260643,0.9935,2.4925,,,,
1,lagged,14:26,28,20260644,0.997,2.472,,,,
1,lagged,14:26,28,20260645,0.996,2.433,,,,
1,lagged,14:26,28,20260646,0.996,2.2875,,,,
1,lagged,14:26,28,20260647,0.992,2.3885,,,,
1,lagged,14:26,28,20260648,0.9925,2.4355,,,,
1,lagged,14:26,30,20260629,0.993,2.4675,,,,
1,lagged,14:26,30,20260630,0.9955,2.3525,,,,
1,lagged,14:26,30,20260631,0.996,2.366,,,,
1,lagged,14:26,30,20260632,0.9945,2.349,,,,
1,lagged,14:26,30,20260633,0.993,2.5445,,,,
1,lagged,14:26,30,20260634,0.9945,2.4955,,,,
1,lagged,14:26,30,20260635,0.993,2.3705,,,,
1,lagged,14:26,30,20260636,0.9925,2.4495,,,,
1,lagged,14:26,30,20260637,0.9925,2.43,,,,
1,lagged,14:26,30,20260638,0.994,2.462,,,,
1,lagged,14:26,30,20260639,0.996,2.481,,,,
1,lagged,14:26,30,20260640,0.995,2.4445,,,,
1,lagged,14:26,30,20260641,0.994,2.475,,,,
1,lagged,14:26,30,20260642,0.9935,2.3885,,,,
1,lagged,14:26,30,20260643,0.9935,2.4925,,,,
1,lagged,14:26,30,20260644,0.997,2.472,,,,
1,lagged,14:26,30,20260645,0.996,2.433,,,,
1,lagged,14:26,30,20260646,0.996,2.2875,,,,
1,lagged,14:26,30,20260647,0.992,2.3885,,,,
1,lagged,14:26,30,20260648,0.9925,2.4355,,,,
1,lagged,20:20,12,20260629,0.993,3.734,,,,
1,lagged,20:20,12,20260630,0.992,3.6205,,,,
1,lagged,20:20,12,20260631,0.992,3.695,,,,
1,lagged,20:20,12,20260632,0.9955,3.6365,,,,
